generation;avg-f1;avg-f2;avg-f3;sizepareto;time(ms);numberiterationfirstgenerationfixederror
483;4.33;6.5;60.14;11
484;4.13;6.58;60.1;12
485;4.15;6.19;59.51;11
486;4.11;6.8;60.45;15
487;4.4;6.15;59.87;10
488;4.24;6.66;59.53;12
489;4.21;6.71;60.47;13
490;4.09;6.86;59.72;11
491;4.08;6.59;60.14;14
492;4.22;6.39;59.47;10
493;4.43;6.18;60.02;12
494;4.05;6.6;59.13;12
495;4.2;6.61;59.25;10
496;4.1;6.09;59.27;12
497;4.32;6.32;60.07;11
498;4.26;6.28;59.89;11
499;4.25;6.6;59.95;13
500;4.26;6.51;59.27;12
1
